lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01000202,Barnet 028D,5.7,0.17,3.6,35.5,2.8,10,54,22.8,1.2,49035.00 ,2.9,0
E01000203,Barnet 028E,13.7,0.23,9,24.8,22,15.7,39.9,32.8,1,31417.00 ,2.4,2
E01000177,Barnet 029A,7,0.21,4.4,34.2,4.1,9.2,58.7,29.1,0.9,42279.00 ,2.1,2
E01000179,Barnet 029B,6.3,0.17,4.8,41.3,3.8,8.3,59.8,29.9,0.9,40376.00 ,2,2
E01000180,Barnet 029C,11.2,0.21,5.7,19.4,35.6,17.6,47.1,40.6,0.8,31846.00 ,2.8,2
E01000181,Barnet 029D,6.7,0.22,1.8,29.4,2.8,8.9,60.3,37.8,0.8,47969.00 ,4,0
E01000182,Barnet 029E,5.1,0.22,1.8,24.9,3.4,8.4,61.3,41.4,0.7,45688.00 ,4.4,0
E01000185,Barnet 029F,22.6,0.27,20.5,15.7,55.4,19.5,32.3,52.1,0.6,22297.00 ,1.8,2
E01000147,Barnet 030A,8.1,0.25,5.2,33.1,1.8,18.9,30.4,20.2,1.3,29852.00 ,2.5,0
E01000148,Barnet 030B,15,0.26,16.9,21.2,35.4,21.1,29.9,44.1,0.7,22940.00 ,3.6,0
E01000155,Barnet 030D,10.8,0.28,13.5,19.1,12.4,13.4,37.8,44.4,0.7,25856.00 ,3.6,0
E01033572,Barnet 030E,10.7,0.25,9.3,29.6,6.3,17.5,31.9,23.1,1.1,27977.00 ,2.1,2
E01033573,Barnet 030F,10.7,0.52,17.9,21.3,16.5,6.5,42.9,41.5,0.7,28731.00 ,3.3,0
E01000239,Barnet 031A,9.8,0.26,12.7,26.2,9.5,10.4,44.6,36,0.8,29198.00 ,2.4,2
E01000240,Barnet 031B,11.5,0.23,11,37.3,4,14,37.9,17.9,1.3,31015.00 ,1.7,2
E01000241,Barnet 031C,6,0.24,4.7,30.6,7.5,10.8,46.4,25.3,1.2,38632.00 ,1,2
E01000309,Barnet 031D,8.9,0.27,7.7,25.8,5,12.3,42.8,23.9,1.2,35528.00 ,4.1,0
E01000237,Barnet 032A,5,0.35,3.7,20.3,1.5,10.2,45.7,36.6,1,37356.00 ,4.4,0
E01000242,Barnet 032B,10.2,0.18,8.5,28.5,17.1,19.8,39.7,21.1,1.3,39441.00 ,2.4,2
E01000243,Barnet 032C,7,0.3,3.6,22.6,4.9,12.8,44,41.6,0.8,29882.00 ,3,0
E01000244,Barnet 032D,8.6,0.36,7.9,23.2,13.9,13.9,39.9,41.4,0.9,30989.00 ,3.1,0
E01000245,Barnet 032E,15.7,0.28,11.6,12.5,43.9,18.1,32.2,50.9,0.6,24117.00 ,3.1,0
E01000314,Barnet 032F,7.3,0.27,6.8,22.2,1.8,10.6,44.2,29.2,1.1,37200.00 ,4.7,1
E01000183,Barnet 033A,6.5,0.15,2.5,31,8.2,11.5,58,27.4,1,47202.00 ,1.9,2
E01000206,Barnet 033B,5.4,0.15,2.6,22.6,3.1,11.9,50.9,10.9,1.9,82997.00 ,1.9,2
E01000207,Barnet 033C,6.7,0.16,1.8,25.8,6.2,6.9,55.6,18.3,1.3,61611.00 ,2.2,2
E01000208,Barnet 033D,6,0.19,1.9,30,1.6,8.3,58.4,15.8,1.4,55231.00 ,3.1,0
E01000210,Barnet 033E,7.5,0.14,2.7,35.7,2,6.8,61.1,18.8,1.3,54100.00 ,2.2,2
E01000213,Barnet 033F,5.8,0.14,1.4,29.2,12.7,8.3,57.2,10.5,1.9,76531.00 ,2,2
E01000236,Barnet 034A,7.1,0.27,2,21.5,8.2,13.9,40.8,26.7,1.1,38790.00 ,2.8,0
E01000238,Barnet 034B,8.1,0.24,5,31.9,6.5,12.3,40.7,27,1.1,32840.00 ,2.5,2
E01000310,Barnet 034C,8.6,0.3,5.9,19.8,7,16.9,37.3,39.8,0.9,29770.00 ,4.1,0
E01000311,Barnet 034D,6.6,0.2,4.3,32.8,1.1,10.5,44.2,15.1,1.4,51604.00 ,3.6,0
E01000205,Barnet 035A,8.6,0.11,3.6,43.5,1.6,6.9,56.6,12.9,1.3,54969.00 ,2.1,2
E01000209,Barnet 035B,6.4,0.1,0.9,24.5,12.7,8.5,61.8,25.3,1.1,54863.00 ,2.8,0
E01000211,Barnet 035C,9.1,0.28,6.5,19.2,5.7,10.9,45.4,45.3,0.7,31035.00 ,3,0
E01000212,Barnet 035D,5.3,0.19,2.5,21.2,2.6,6.6,62.7,22.1,1.3,57386.00 ,3.3,0
E01000216,Barnet 035E,5.4,0.2,1.9,24.7,7,10.4,49.1,31.6,1,44991.00 ,3.3,0
E01000217,Barnet 035F,6.1,0.22,3.9,28,1.2,13.5,39.7,22.6,1.3,45748.00 ,2.9,0
E01000150,Barnet 036A,11.3,0.21,11.7,30.6,13.8,16.2,32.9,27,1.1,28097.00 ,2,2
E01000305,Barnet 036B,12.1,0.23,11,17,24.8,19.2,30,43.2,0.8,24208.00 ,3.5,0
E01000306,Barnet 036C,10.4,0.26,6.9,27.1,5.9,21.4,32.2,34.2,0.9,28052.00 ,3.4,0
E01000308,Barnet 036D,21.2,0.22,18.5,11.8,65,26.2,21.4,53.4,0.6,19228.00 ,3.3,0
E01000312,Barnet 036E,14.2,0.21,11.4,29.2,21.4,19.2,31.1,39.6,0.8,24526.00 ,2.7,0
E01000313,Barnet 036F,8.9,0.28,8.5,23.2,9.1,18.5,32.7,37.1,0.8,26249.00 ,4,0
E01000145,Barnet 037A,8.1,0.23,4.4,29.1,0.7,14,43.4,29.3,1.1,41150.00 ,3.7,0
E01000215,Barnet 037B,6,0.23,4.2,20.1,8.7,13.5,40.9,32.2,1,39634.00 ,3.7,0
E01000218,Barnet 037C,4.7,0.25,4.2,17.1,2.1,13.6,43.2,36.8,0.9,39956.00 ,4,0
E01000219,Barnet 037D,7.9,0.23,3,20.1,2.6,15.2,35.8,36.3,0.9,32767.00 ,4.4,0
E01000220,Barnet 037E,4.7,0.24,2.7,16,12.6,14.8,38.9,45.2,0.8,32570.00 ,3.9,0
E01000225,Barnet 037F,7.2,0.17,2,31.6,16.3,17.2,37.8,23.6,1.3,46584.00 ,2.3,2
E01000135,Barnet 038A,7.4,0.23,4,26.4,1.8,13.5,49.8,24.4,1.2,45112.00 ,4.2,0
E01000136,Barnet 038B,6.4,0.16,2.1,19.9,0.5,12.1,56.4,23.4,1.3,69537.00 ,4.4,1
E01000144,Barnet 038C,6.1,0.3,3.2,15.3,2,6.9,55.5,45.8,0.8,42189.00 ,6.1,1
E01000146,Barnet 038D,7.8,0.27,4.8,12,9.1,8.4,51.1,50.4,0.7,33821.00 ,6.7,1
E01000214,Barnet 038E,5.6,0.23,2,25.1,0.6,5.8,67.1,34,0.9,51210.00 ,4.4,0
E01000141,Barnet 039A,14.6,0.32,14.2,18.3,17.6,14.6,36.9,56.6,0.5,25483.00 ,5.6,1
E01000221,Barnet 039B,25.6,0.22,21.9,10.3,59.2,22.6,25.8,50.3,0.6,21702.00 ,3.7,0
E01000223,Barnet 039C,19.7,0.2,14.7,27,33.9,26.2,27,37,0.8,24199.00 ,2.9,0
E01000307,Barnet 039D,13.2,0.23,12.3,29.8,20.6,24.6,25.5,35.1,0.9,26362.00 ,1.9,2
E01000138,Barnet 040A,11.1,0.22,6.8,23.3,6.9,16,34.1,31.7,1,29749.00 ,3.2,0
E01000142,Barnet 040B,12.3,0.22,12,25.5,5.5,13.8,40.2,39.3,0.8,29464.00 ,4.1,0
E01000222,Barnet 040C,15.8,0.21,12.3,25.7,12.3,20.1,30.7,32.4,1,25796.00 ,2.9,0
E01000224,Barnet 040D,11.6,0.21,12.6,29.6,1.5,18.7,35,28.8,1.1,29084.00 ,3.1,0
E01000137,Barnet 041A,19.4,0.19,15.2,18.4,42.5,21.5,33.1,48.9,0.6,25175.00 ,3.6,0
E01000139,Barnet 041B,6.8,0.22,5.5,24.8,4.6,10.8,46.8,32.3,1.1,39427.00 ,3.9,0
E01000140,Barnet 041C,10,0.28,6.5,19.3,10.4,12,47.5,51.2,0.7,31060.00 ,4.1,0
E01000143,Barnet 041D,18.4,0.24,14.1,14.9,44.8,22.4,30,53.3,0.6,23181.00 ,4.5,0
E01000466,Bexley 001A,18.4,0.22,38,24.9,50.2,23.5,27.1,45.8,0.8,24466.00 ,2.5,2
E01000467,Bexley 001B,17.1,0.2,37.7,43.1,22.2,18.5,31.7,36.9,0.9,27026.00 ,3,0
E01000468,Bexley 001C,19.2,0.2,52.1,47.4,10.9,12,35.1,30.3,1,29429.00 ,1.8,2
E01000469,Bexley 001D,16.1,0.19,41.8,42,14.3,19.1,30.9,34.9,0.9,28431.00 ,3.3,0
E01000416,Bexley 002A,18,0.19,32.1,35.6,19.9,24.2,26.4,34,0.9,27144.00 ,3.9,0
E01000418,Bexley 002B,14.3,0.2,21.9,37.9,20,21.4,25.5,31.4,1,27896.00 ,3.3,0
E01000422,Bexley 002C,24.8,0.22,37.1,10.1,76.2,26.6,25,52.3,0.6,20942.00 ,3.3,0
E01000464,Bexley 002D,20.5,0.19,35.6,24.4,50.9,25.3,23.6,42.1,0.8,22245.00 ,2.2,2
E01000465,Bexley 002E,17.1,0.19,32.4,16.7,63.9,27.2,22.2,47.9,0.7,22680.00 ,2.5,2
E01000470,Bexley 002F,26.1,0.22,34.1,10.8,68.5,25.2,21.7,50,0.6,21068.00 ,3.1,0
E01000333,Bexley 003A,16,0.16,8.6,34.7,19.5,29.2,17.4,34.3,0.9,26813.00 ,2.2,2
E01000335,Bexley 003B,19.9,0.2,23.6,34.5,22.7,25.7,23,28.7,1,25593.00 ,3.6,0
E01000336,Bexley 003C,19.9,0.22,23.3,28.9,38,26.6,24,43.5,0.7,24036.00 ,3.2,0
E01000337,Bexley 003D,15.2,0.19,12.7,46.3,11,18.7,21.7,24,1.1,29334.00 ,2.4,2
E01000338,Bexley 003E,14,0.21,12.5,44.9,3.6,17.6,24.7,24,1.1,29320.00 ,2.8,0
E01000403,Bexley 004A,16.2,0.19,15.6,19.2,38.4,28.8,21,43.1,0.8,26473.00 ,3.8,0
E01000404,Bexley 004B,18.7,0.26,28.2,24.9,25.3,18.3,27.4,41.5,0.7,25937.00 ,2.8,2
E01000405,Bexley 004C,16.7,0.19,21.5,48.3,13.6,19.8,22.9,24.1,1.1,28169.00 ,1.9,2
E01000408,Bexley 004D,19.3,0.22,17.9,48.8,6,21.9,20.8,25.8,1,27092.00 ,2.5,2
E01000332,Bexley 005A,13.7,0.19,9.4,37,7.5,24.7,23.5,20.3,1.2,30347.00 ,2.8,0
E01000402,Bexley 005B,15.8,0.19,10,34.8,25.5,24.3,21.3,32.9,1,28926.00 ,2.1,2
E01000406,Bexley 005C,19,0.21,21.1,48.8,5.1,20.2,22.4,22.6,1.2,28399.00 ,1.8,2
E01000407,Bexley 005D,8.4,0.15,7.4,31.1,11.3,30.7,21.8,23.7,1.2,30328.00 ,2.4,2
E01000334,Bexley 006A,10.6,0.18,8.9,41.9,5,23.6,18.9,19.2,1.2,32908.00 ,2.1,2
E01000417,Bexley 006B,10.5,0.18,10.8,30.7,19.1,22.2,23.8,30.6,1.1,30636.00 ,2.5,2
E01000419,Bexley 006C,8.4,0.14,4,42.6,1.3,24.5,17.2,17.8,1.3,35394.00 ,2,2
E01000420,Bexley 006D,10.6,0.18,4.1,43.2,3.3,23.9,19.9,12.4,1.4,36167.00 ,2.2,2
E01000442,Bexley 006E,9.9,0.15,5,41.4,7.7,25.8,16.1,19.6,1.3,31903.00 ,2.5,2
E01000437,Bexley 007A,12.2,0.18,3.9,47.2,7,22.8,18.4,19.7,1.3,32971.00 ,1.7,2
E01000438,Bexley 007B,15.5,0.22,6.1,51.1,2.2,21.7,18.8,19.4,1.2,30185.00 ,2,2
E01000439,Bexley 007C,17.9,0.18,7.2,44.2,12.1,24.9,16,24.8,1.2,27291.00 ,2.5,2
E01000440,Bexley 007D,8.7,0.17,3.2,43.1,1.5,22.3,17.4,9.7,1.5,36878.00 ,1.6,2
E01000441,Bexley 007E,20.7,0.19,6.2,36.2,29.8,26.4,17.4,30.1,1,27243.00 ,2,2
E01000373,Bexley 008A,26.5,0.24,24.5,10.6,77.6,25,18.3,52.6,0.5,20793.00 ,2,2
E01000429,Bexley 008B,20.9,0.22,23.1,29.8,29.3,26.3,22.1,46.2,0.7,23030.00 ,1.4,2
E01000430,Bexley 008C,18.3,0.17,28.5,49.4,20.4,22.9,29.8,21.5,1.1,28805.00 ,1.8,2
E01000431,Bexley 008D,25.7,0.23,22,23.8,53.3,29.5,20.1,45.8,0.7,22655.00 ,2.1,2
E01000432,Bexley 008E,16.6,0.15,15.7,35.9,28.1,31.1,17.2,30.5,1,25732.00 ,3.4,0
E01000433,Bexley 008F,22.5,0.21,19.1,29.4,41.5,32.5,17.5,37.6,0.8,23290.00 ,3.2,0
E01000434,Bexley 008G,26.2,0.18,11.7,21.3,60.7,30.9,11.6,39.4,0.8,22769.00 ,3.7,0
E01000356,Bexley 009A,8,0.14,3.1,35.2,1,27.5,18.9,18.5,1.3,37671.00 ,3.9,0
E01000357,Bexley 009B,7.8,0.16,3,51,1.4,17.6,22,10.9,1.5,44419.00 ,2.7,2
E01000359,Bexley 009C,8.2,0.15,4.3,46.3,0.8,19.2,24.6,14.5,1.4,44530.00 ,2.1,2
E01000421,Bexley 009D,6.8,0.13,1.8,39,0.5,24.9,18.8,20.6,1.3,36415.00 ,2,2
E01000450,Bexley 009E,11,0.17,8.1,42.6,19.2,23.5,19.2,19.4,1.3,30232.00 ,2,2
E01000451,Bexley 009F,11.3,0.18,7.1,57.8,1.6,21,19.2,14.3,1.4,35591.00 ,2.3,2
E01000452,Bexley 009G,11.7,0.17,4.1,59.4,1.8,17.9,19.3,10.3,1.5,37629.00 ,1.6,2
E01000367,Bexley 010A,16.2,0.19,11.4,30.9,31.2,30.1,14.5,31.6,1,24815.00 ,1.9,2
E01000368,Bexley 010B,23.3,0.19,10,34,41.3,30.5,14.5,28.6,1,26041.00 ,1.7,2
E01000372,Bexley 010C,18,0.19,11.6,35.4,34.2,28.4,17.5,29.2,1.1,26474.00 ,2,2
E01000380,Bexley 010D,11.5,0.17,5.6,28.1,41.8,33.5,15.7,32.7,0.9,26185.00 ,2.2,2
E01000435,Bexley 010E,18.9,0.19,15,33,30,28.7,16.4,34.7,0.9,25604.00 ,2.7,2
E01000353,Bexley 011A,4.4,0.14,2.4,40.8,0.9,22.3,21,13.3,1.4,41962.00 ,2.1,2
E01000354,Bexley 011B,13.6,0.17,3.9,40.1,22,23.2,20.3,24.9,1.1,30548.00 ,2.9,0
E01000355,Bexley 011C,8.5,0.15,3.6,41.8,1,28.6,18.5,19.4,1.3,36429.00 ,1.7,2
E01000358,Bexley 011D,10.2,0.16,2.4,40.8,2.4,21,20.5,16.5,1.3,38160.00 ,3.2,0
E01000436,Bexley 011E,7.8,0.16,2.4,46,1.8,19.5,20.1,11.9,1.5,42048.00 ,2.6,2
E01000401,Bexley 013A,15.1,0.19,6.9,37.4,22.1,34,16.4,30.3,1,27926.00 ,3.1,0
E01000453,Bexley 013B,9,0.18,4.7,53.8,1,20.6,17,10.9,1.5,36287.00 ,1.7,2
E01000454,Bexley 013C,11,0.17,3.3,45.4,18.6,28.8,17.9,24.8,1.1,28963.00 ,2.8,0
E01000455,Bexley 013D,8.8,0.18,4.3,47.9,1.3,21,21.3,14.7,1.3,36865.00 ,2.7,0
E01000456,Bexley 013E,9.9,0.16,4,51.7,1,18.7,19.4,14.2,1.4,35759.00 ,1.9,2
E01000325,Bexley 014A,10.3,0.18,1.8,46.5,0.9,15.4,21.2,9.1,1.6,43468.00 ,3.2,0
E01000326,Bexley 014B,12.9,0.18,5.6,58.3,1.5,18.5,20.8,14.7,1.3,34670.00 ,2.1,2
E01000369,Bexley 014C,11.8,0.17,4.9,47.3,6.9,19.8,18.3,15.8,1.3,31071.00 ,1.9,2
E01000370,Bexley 014D,6.8,0.13,3.6,40.5,9.4,23.1,22.5,18.3,1.3,36651.00 ,3.4,0
E01000371,Bexley 014E,8.5,0.18,5,52.1,1.7,19.6,20.8,17.5,1.3,34867.00 ,1.4,2
E01000360,Bexley 015A,13.4,0.2,2.5,41.2,1.2,20.8,26.8,25.4,1.1,34874.00 ,4.4,1
E01000362,Bexley 015B,8.9,0.16,2.7,37.7,4.8,21.8,24.4,20.9,1.2,38192.00 ,3.6,0
E01000365,Bexley 015C,10.6,0.17,3.5,37.1,5.1,23.8,23.7,31.6,1,33462.00 ,3.5,2
E01000366,Bexley 015D,12.4,0.17,1.9,47.5,3.4,18.5,27.3,22.6,1.1,39127.00 ,4.7,1
E01000394,Bexley 015E,8.2,0.14,2.9,38.1,5.8,20.6,25.4,25,1.1,38656.00 ,4.4,1
E01000388,Bexley 016A,8.7,0.15,3.8,40.4,1.9,27.4,18.8,20,1.3,36079.00 ,2.8,0
E01000392,Bexley 016B,21,0.23,8.7,30.6,26.8,22.8,20.2,38.1,0.9,26624.00 ,3.6,0
E01000409,Bexley 016C,8.6,0.15,1.3,51.9,0.8,24.9,17.3,15.7,1.3,35946.00 ,2.2,2
E01000411,Bexley 016D,10.2,0.17,5.6,53,0.9,25.2,17.4,15.6,1.3,33771.00 ,2,2
E01000414,Bexley 016E,11.3,0.2,5.7,35.3,2.4,24.9,21.3,34,1,30297.00 ,3.5,0
E01000415,Bexley 016F,8.4,0.2,3.9,47.9,1.4,19.1,21.4,10.9,1.6,41304.00 ,2.6,0
E01000327,Bexley 017A,7.9,0.16,1.2,42.2,5.3,20.9,20.8,15.9,1.5,42277.00 ,4.1,0
E01000328,Bexley 017B,8.2,0.15,2,45.8,6.4,21.9,19.3,14.9,1.4,36595.00 ,2.1,2
E01000329,Bexley 017C,13,0.19,3.6,36.2,16.1,22.8,21.8,22.1,1.2,31179.00 ,3.7,0
E01000330,Bexley 017D,9.7,0.17,2.7,34.8,14.8,29.9,20.3,37,0.9,29818.00 ,4.9,1
E01000331,Bexley 017E,16.5,0.17,5.4,37.1,27.7,31.4,16.7,23.7,1.1,27715.00 ,1.7,2
E01000340,Bexley 018A,9.5,0.15,2.4,44.9,0.8,26.6,19.2,16.8,1.3,31279.00 ,1.4,2
E01000395,Bexley 018B,7.8,0.2,2.2,48.7,0.2,20,21.3,12.2,1.6,41116.00 ,2.7,0
E01000396,Bexley 018C,9.1,0.18,3.1,51.1,0,20.4,22.2,13.2,1.5,37669.00 ,2,2
E01000410,Bexley 018D,12.1,0.17,5,51.3,0.7,20.3,19.9,15.7,1.4,35843.00 ,1.8,2
E01000412,Bexley 018E,10.8,0.19,5.2,52.7,0.5,17.1,21.9,16.6,1.3,36428.00 ,2.7,0
E01000413,Bexley 018F,12.1,0.19,3.8,53.1,0.8,23.2,17,11.9,1.4,31285.00 ,1.7,2
E01000374,Bexley 019A,22.8,0.17,8.3,37.1,41,33.7,13.7,26,1.1,23385.00 ,1.3,2
E01000375,Bexley 019B,14.7,0.19,6.4,44.4,21.6,22.9,18.4,23.2,1.1,28550.00 ,2.8,0
E01000376,Bexley 019C,11.4,0.15,4,47.9,12,22.4,17.8,20.6,1.3,30292.00 ,1.6,2
E01000377,Bexley 019D,9.2,0.18,2.5,46.1,6,21.5,22,18.2,1.2,33495.00 ,1.5,2
E01000378,Bexley 019E,10.1,0.2,5.6,40.4,14.9,22.5,21,27.9,1,30385.00 ,2.2,2
E01000379,Bexley 019F,12.2,0.16,5.1,44.9,17.8,22.3,20.1,21.1,1.2,31077.00 ,2.7,0
E01000348,Bexley 020A,4.6,0.15,1.2,54.5,0.8,15.2,24.7,6.7,1.7,48333.00 ,1.9,2
E01000349,Bexley 020B,7.8,0.14,3.6,46.5,1.4,19.9,25.4,12,1.5,43479.00 ,2.2,2
E01000361,Bexley 020C,11,0.18,4,47,5.3,20,22.5,14,1.4,37212.00 ,2.8,2
E01000363,Bexley 020D,7.8,0.18,3.5,43.9,1.2,19.2,25.4,13.3,1.5,41801.00 ,2.7,2
E01000389,Bexley 020E,12.5,0.19,1.7,38.7,11.5,20.6,26.6,20.7,1.3,37914.00 ,3.5,0
E01000390,Bexley 020F,8.3,0.15,2.6,43.1,5.6,25.1,20.9,19,1.3,38114.00 ,1.9,2
E01000393,Bexley 020G,11.1,0.19,4.8,48.9,1.9,19.2,22.4,20.5,1.2,35149.00 ,3,0
E01000346,Bexley 021A,10.1,0.18,1.5,53.4,1,22.1,18.2,12.6,1.4,36308.00 ,1.9,2
E01000347,Bexley 021B,14.6,0.2,2.6,47.9,6,27.4,12.6,19.9,1.2,30769.00 ,2.4,2
E01000350,Bexley 021C,10.6,0.2,1.8,46.4,1.3,18.3,20,12.5,1.5,38133.00 ,2.1,2
E01000352,Bexley 021D,12.6,0.18,2.6,45.6,6.5,25.7,17.7,19.5,1.2,32332.00 ,2.2,2
E01000391,Bexley 021E,14,0.2,4.9,50.9,6.4,25.3,16.8,16.6,1.3,30744.00 ,1.3,2
E01000341,Bexley 022A,9.5,0.14,1.9,44.8,1.5,24.2,17.2,15.6,1.4,35918.00 ,1.8,2
E01000342,Bexley 022B,12.4,0.18,0.9,53.7,0.6,22.8,18.9,15.7,1.3,35015.00 ,1.9,2
E01000343,Bexley 022C,10,0.18,0.8,50.2,0.5,21.6,17.8,12.9,1.4,36074.00 ,2.5,2
E01000345,Bexley 022D,11.5,0.18,1.2,54.2,0.4,16.8,20.6,10.1,1.5,41840.00 ,2.1,2
E01000460,Bexley 022E,6.2,0.21,1.5,48.8,1,10.7,30.6,6.8,1.7,53690.00 ,1.9,2
E01000364,Bexley 023A,11.8,0.15,3.9,39.3,5.8,22.7,24.3,15.4,1.3,37527.00 ,2.1,2
E01000444,Bexley 023B,6.1,0.14,1.1,39,0.6,15.7,29.9,6.1,1.7,52456.00 ,1.1,2
E01000447,Bexley 023C,9.7,0.17,1.4,39.1,9,18,29.8,21.9,1.1,40170.00 ,3.5,0
E01000448,Bexley 023D,4.6,0.14,1.1,43.5,0.6,15,31.5,7.9,1.6,53137.00 ,2.7,2
E01000449,Bexley 023E,5.9,0.13,1.5,35.8,2.8,18.1,33.7,17.6,1.3,50872.00 ,3.2,0
E01000351,Bexley 024A,9.3,0.17,1.4,48.2,0.6,21.9,18.6,11,1.5,36484.00 ,1.8,2
E01000443,Bexley 024B,11.2,0.17,1.3,43.9,15.9,25.3,19.1,20.2,1.2,33098.00 ,3,0
E01000445,Bexley 024C,6.6,0.13,1.3,37.4,0.4,22.2,23.5,12.4,1.4,43229.00 ,2.7,0
E01000446,Bexley 024D,9.8,0.18,0.6,56.5,0.8,18.3,21,14,1.4,37616.00 ,2.3,2
E01000461,Bexley 024E,9.8,0.2,2.5,49.7,1.1,15.3,25.3,9.8,1.6,44793.00 ,3.1,0
E01000339,Bexley 025A,11.6,0.15,2.1,39.5,20.1,23.7,19.9,16.8,1.3,34324.00 ,2.3,2
E01000344,Bexley 025B,8.7,0.16,2.5,46.1,2,20.8,21.4,19.8,1.3,38035.00 ,2.3,2
E01000423,Bexley 025C,5.6,0.15,2.9,48.4,1,19.2,27.1,13.3,1.4,45082.00 ,2.6,2
E01000425,Bexley 025D,5.6,0.14,1.2,48,1,22.2,23.4,9,1.5,45547.00 ,1.5,2
E01000463,Bexley 025E,9.5,0.18,2.1,52.9,0.4,17.5,24.8,10.4,1.5,41964.00 ,2.1,2
E01000424,Bexley 026A,5.1,0.18,0.9,45.8,4.7,17,34.6,16.7,1.3,45308.00 ,3.8,0
E01000426,Bexley 026B,10.1,0.17,1.9,45.2,8.4,18.2,27.3,21.8,1.1,39354.00 ,2,2
E01000427,Bexley 026C,10.3,0.16,1.7,32.1,16.2,24.6,24.3,29.1,1,32158.00 ,2.2,2
E01000457,Bexley 026D,8.8,0.25,2.6,26.9,4.4,21.8,27.6,32.4,0.9,34256.00 ,4.7,1
E01000462,Bexley 026E,9.2,0.21,2.9,30.1,10.2,25.3,22,37.1,0.9,32713.00 ,4.4,1
E01000382,Bexley 027A,9.7,0.15,2.2,42.4,4.9,20.7,28.2,13.1,1.5,44441.00 ,2.1,2
E01000384,Bexley 027B,11.2,0.19,1.5,38.3,14.9,20.9,25.8,28.2,1.1,34247.00 ,3,0
E01000387,Bexley 027C,12.1,0.15,3,41.9,6.3,21.2,23.5,14.9,1.4,36026.00 ,3,0
E01000428,Bexley 027D,10.7,0.25,4.3,18.7,37.8,23.2,26.3,35,0.9,29703.00 ,3.8,0
E01000458,Bexley 027E,6.3,0.17,1.6,33.4,7.4,17.2,33.2,21.4,1.3,47141.00 ,2.5,2
E01000459,Bexley 027F,8.3,0.18,1.6,23.8,16.6,23.3,27.7,32.9,1,34546.00 ,3.2,0
E01000381,Bexley 028A,12.9,0.16,2.5,38.3,25.6,27,20.1,21.8,1.2,29211.00 ,2.7,0
E01000383,Bexley 028B,11.7,0.15,2.3,38.5,13,28.1,22.3,16.1,1.4,34439.00 ,1.1,2
E01000385,Bexley 028C,21.7,0.21,6.3,26,41,27.7,18.9,27.5,1,25379.00 ,1.4,2
E01000386,Bexley 028D,18.8,0.19,7.6,22.2,48.9,31.5,15.8,43.9,0.7,24314.00 ,3,0
E01000398,Bexley 029A,13.4,0.18,4.8,38.1,18.5,30.4,15.5,22.7,1.1,28250.00 ,1.9,2
E01000399,Bexley 029B,9.9,0.18,6.2,39.3,7.3,24.8,19.3,21.3,1.3,34093.00 ,2.7,0
E01000400,Bexley 029C,10,0.18,5.2,43.7,6.6,24.9,18.5,22.4,1.2,31153.00 ,2.4,2
E01032566,Bexley 029D,16.7,0.19,7.6,35.5,25.6,28.8,18.8,32.5,1,28043.00 ,2.4,2
E01000587,Brent 001A,9.2,0.23,4.9,36.2,3.3,26.2,27.6,14.6,1.5,33884.00 ,2.4,2
E01000589,Brent 001B,11.1,0.21,8.5,29.7,8.6,22.7,30.3,21.1,1.2,33038.00 ,2.6,0
E01000590,Brent 001C,8.9,0.19,6.5,33.2,8.5,21.1,33.4,24.1,1.2,34966.00 ,2.4,2
E01000592,Brent 001D,12,0.24,11.1,28.6,18.3,21.4,30.4,25,1.2,33290.00 ,4.2,0
E01000593,Brent 001E,17.2,0.23,17,31.3,21.3,18.7,32,22.1,1.1,31910.00 ,2.6,2
E01000594,Brent 001F,7.8,0.21,8,29.4,8,20.6,32.4,28.7,1.1,30850.00 ,3.2,0
E01000513,Brent 002A,10.4,0.24,9.6,36.3,5.3,19.3,27.8,17,1.3,35522.00 ,3,0
E01000514,Brent 002B,11.9,0.23,10.6,38.6,5.1,16.5,29.9,23.4,1.2,33504.00 ,2.8,0
E01000516,Brent 002C,9.9,0.23,9.5,32.9,3.5,21.9,25.7,22.6,1.3,30056.00 ,2.8,0
E01000520,Brent 002D,10.6,0.19,11.7,29.7,15.2,21.5,29.5,31.1,1,29645.00 ,3,0
E01000588,Brent 002E,20.6,0.23,22.8,21.4,35.7,19.9,27.2,27.1,1.1,27223.00 ,3,0
E01000515,Brent 003A,15,0.22,15.3,23.1,31.5,22.3,26,41.9,0.7,25929.00 ,3.2,0
E01000517,Brent 003B,7.3,0.21,3.6,28.1,2.4,20.9,36.1,22,1.3,39288.00 ,2.7,0
E01000543,Brent 003E,9.8,0.24,6.5,25.8,11.8,18.8,37.5,29.8,1.1,35595.00 ,3.1,0
E01000591,Brent 003F,9.4,0.26,6.4,24.9,12.3,21.2,32.8,33.1,1,28501.00 ,3.6,0
E01033463,Brent 003G,9.9,0.23,6.8,31.7,5.8,21.6,31.3,17.2,1.4,38050.00 ,2.4,2
E01000536,Brent 004A,7.7,0.23,4.1,30.7,3.3,12.4,44.9,23,1.4,49830.00 ,4.1,0
